Date,Device_ID,Device_type,Device,Site,Ambient,Class,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Live_mass,Body_length,Body_width,Count
2023-09-05,AMMOD2_1363,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Corynoptera,perpusilla,3.12,4.300000000000001,1.165,1
2023-09-05,AMMOD2_1364,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,4
2023-09-05,AMMOD2_1365,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,3
2023-09-05,AMMOD2_1366,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,Psychoda,minuta,7.582499999999999,5.904,1.128,3
2023-09-05,AMMOD2_1367,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomus,plumosus,0.9550000000000001,3.165,0.7849999999999999,11
2023-09-06,AMMOD2_1368,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,3
2023-09-06,AMMOD2_1369,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,bipunctata,0.9550000000000001,3.165,0.7849999999999999,7
2023-09-06,AMMOD2_1370,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,20
2023-09-06,AMMOD2_1371,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,tigrina,13.525750000000013,5.991083333333332,2.2562500000000005,83
2023-09-06,AMMOD2_1372,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Botanophila,fugax,4.8100000000000005,4.535,1.6749999999999998,1
2023-09-06,AMMOD2_1373,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,28
2023-09-06,AMMOD2_1374,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,153
2023-09-06,AMMOD2_1375,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,216
2023-09-06,AMMOD2_1376,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,5
2023-09-06,AMMOD2_1377,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,4
2023-09-06,AMMOD2_1378,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,testacea,13.525750000000013,5.991083333333332,2.2562500000000005,9
2023-09-06,AMMOD2_1379,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Polleniidae,#child.Polleniidae,Pollenia,rudis,8.696344827586204,5.522551724137931,1.7546666666666675,53
2023-09-06,AMMOD2_1380,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Platurocypta,punctum,1.8561538461538463,3.6023076923076927,0.9615384615384617,1
2023-09-06,AMMOD2_1381,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,2
2023-09-06,AMMOD2_1382,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,emarginata,1.2314285714285715,2.912857142857143,0.89,1
2023-09-06,AMMOD2_1383,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,1
2023-09-06,AMMOD2_1384,AMMOD,AMMOD2,Site2,Maize,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Ribautiana,debilis,5.600163934426228,4.548524590163934,1.525737704918033,5
2023-09-06,AMMOD2_1385,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,7
2023-09-06,AMMOD2_1386,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Aphanotrigonum,trilineatum,2.167586206896551,3.907931034482758,1.0355172413793103,2
2023-09-06,AMMOD2_1387,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Symphyta,#child.Symphyta,Tenthredinoidea,Tenthredinidae,Allantinae,Ametastegia,glabrata,7.853333333333333,6.3500000000000005,1.89,38
2023-09-07,AMMOD2_1388,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,520
2023-09-07,AMMOD2_1389,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,88
2023-09-07,AMMOD2_1390,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Peyerimhoffia,vagabunda,3.12,4.300000000000001,1.165,112
2023-09-07,AMMOD2_1391,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,niger,3.0777551020408147,4.416530612244895,1.2977551020408162,81
2023-09-07,AMMOD2_1392,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Diaphorinae,Argyra,leucocephala,3.9976666666666674,3.9993333333333334,1.274,65
2023-09-07,AMMOD2_1393,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,229
2023-09-07,AMMOD2_1394,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,95
2023-09-07,AMMOD2_1395,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,2125
2023-09-07,AMMOD2_1396,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,3055
2023-09-07,AMMOD2_1397,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,21
2023-09-07,AMMOD2_1398,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,Sarcophaga,variegata,8.696344827586204,5.522551724137931,1.7546666666666675,34
2023-09-07,AMMOD2_1399,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Braconidae,Blacinae,Blacus,stelfoxi,2.5116216216216225,3.7481081081081076,1.0197297297297299,1
2023-09-07,AMMOD2_1400,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,13
2023-09-07,AMMOD2_1401,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,4
2023-09-07,AMMOD2_1402,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,pleuralis,1.2314285714285715,2.912857142857143,0.89,48
2023-09-07,AMMOD2_1403,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,39
2023-09-07,AMMOD2_1404,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Corynoptera,perpusilla,3.12,4.300000000000001,1.165,85
2023-09-07,AMMOD2_1405,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Harmonia,axyridis,8.395714285714286,4.155,2.3153571428571422,5
2023-09-07,AMMOD2_1406,AMMOD,AMMOD2,Site2,Maize,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Ribautiana,debilis,5.600163934426228,4.548524590163934,1.525737704918033,39
2023-09-07,AMMOD2_1407,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Acrotona,orbata,22.330000000000005,10.233272727272729,2.0220000000000002,4
2023-09-07,AMMOD2_1408,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,15
2023-09-07,AMMOD2_1409,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,5
2023-09-07,AMMOD2_1410,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Pyrochroidae,Pyrochroinae,Pyrochroa,coccinea,13.394999999999998,7.646249999999999,2.03375,1
2023-09-07,AMMOD2_1411,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Mycetophila,lunata,1.8561538461538463,3.6023076923076927,0.9615384615384617,1
2023-09-07,AMMOD2_1412,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,alacris,0.9550000000000001,3.165,0.7849999999999999,4
2023-09-07,AMMOD2_1413,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,Dolichopus,nubilus,3.9976666666666674,3.9993333333333334,1.274,2
2023-09-08,AMMOD2_1414,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,136
2023-09-08,AMMOD2_1415,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,136
2023-09-08,AMMOD2_1416,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Vespoidea,Vespidae,Vespinae,Vespula,germanica,71.46,13.613333333333335,4.026666666666666,2
2023-09-08,AMMOD2_1417,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,Lauxaniinae,Calliopum,aeneum,3.3925757575757585,4.098636363636362,1.2430303030303027,20
2023-09-08,AMMOD2_1418,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Fanniidae,#child.Fanniidae,Fannia,armata,6.208333333333333,3.9266666666666663,1.413333333333333,508
2023-09-08,AMMOD2_1419,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,Tipula,paludosa,25.121999999999996,12.984,1.698,139
2023-09-08,AMMOD2_1420,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,1553
2023-09-08,AMMOD2_1421,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,1306
2023-09-08,AMMOD2_1422,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,2182
2023-09-08,AMMOD2_1423,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,1604
2023-09-08,AMMOD2_1424,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,subobscura,8.696344827586204,5.522551724137931,1.7546666666666675,93
2023-09-08,AMMOD2_1425,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,#child.Anthomyiidae,Phorbia,fumigata,4.8100000000000005,4.535,1.6749999999999998,539
2023-09-08,AMMOD2_1426,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,55
2023-09-08,AMMOD2_1427,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Coenosia,testacea,13.525750000000013,5.991083333333332,2.2562500000000005,911
2023-09-08,AMMOD2_1428,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,67
2023-09-08,AMMOD2_1429,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,55
2023-09-08,AMMOD2_1430,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,pleuralis,1.2314285714285715,2.912857142857143,0.89,39
2023-09-08,AMMOD2_1431,AMMOD,AMMOD2,Site2,Maize,Arachnida,Opiliones,Palpatores,#child.Palpatores,Phalangioidea,Phalangiidae,Phalangiinae,Phalangium,opilio,24.274390243902445,4.291219512195122,2.517317073170732,14
2023-09-08,AMMOD2_1432,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,reversio,13.525750000000013,5.991083333333332,2.2562500000000005,150
2023-09-08,AMMOD2_1433,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,32
2023-09-08,AMMOD2_1434,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Corynoptera,perpusilla,3.12,4.300000000000001,1.165,15
2023-09-08,AMMOD2_1435,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Aleochara,bilineata,22.330000000000005,10.233272727272729,2.0220000000000002,50
2023-09-08,AMMOD2_1436,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,Cerodontha,muscina,1.27,3.23,0.8766666666666666,1
2023-09-08,AMMOD2_1437,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,subtumida,1.2314285714285715,2.912857142857143,0.89,115
2023-09-08,AMMOD2_1438,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Campopleginae,Meloboris,collector,5.311379310344828,5.228275862068966,1.1537931034482758,24
2023-09-08,AMMOD2_1439,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Epidapus,microthorax,3.12,4.300000000000001,1.165,10
2023-09-08,AMMOD2_1440,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,9
2023-09-08,AMMOD2_1441,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Discomyzinae,Psilopa,compta,8.696344827586204,5.522551724137931,1.7546666666666675,123
2023-09-08,AMMOD2_1442,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Micromyinae,Peromyia,impexa,1.6263636363636365,3.475454545454545,0.9245454545454546,1
2023-09-08,AMMOD2_1443,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,gregaria,1.2314285714285715,2.912857142857143,0.89,47
2023-09-08,AMMOD2_1444,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,clemonsi,1.2314285714285715,2.912857142857143,0.89,17
2023-09-08,AMMOD2_1445,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Pipunculinae,Eudorylas,obliquus,1.6675,3.1899999999999995,1.1375,79
2023-09-08,AMMOD2_1446,AMMOD,AMMOD2,Site2,Maize,Insecta,Hemiptera,Sternorrhyncha,Psyllomorpha,Psylloidea,Aphalaridae,Aphalarinae,Aphalara,polygoni,2.648,2.9159999999999995,1.342,76
2023-09-08,AMMOD2_1447,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Banchinae,Lissonota,fundator,5.311379310344828,5.228275862068966,1.1537931034482758,4
2023-09-08,AMMOD2_1448,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Phasiinae,Ocytata,pallipes,8.696344827586204,5.522551724137931,1.7546666666666675,12
2023-09-08,AMMOD2_1449,AMMOD,AMMOD2,Site2,Maize,Insecta,Hemiptera,Heteroptera,Cimicomorpha,Cimicoidea,Anthocoridae,Anthocorinae,Orius,majusculus,10.519285714285717,6.490535714285714,2.108392857142857,2
2023-09-08,AMMOD2_1450,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Epidapus,absconditus,3.12,4.300000000000001,1.165,3
2023-09-09,AMMOD2_1451,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,#child.Sciaridae,Lycoriella,sativae,3.12,4.300000000000001,1.165,15
2023-09-09,AMMOD2_1452,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Culicoidea,Ceratopogonidae,Forcipomyiinae,Forcipomyia,bipunctata,0.9550000000000001,3.165,0.7849999999999999,41
2023-09-09,AMMOD2_1453,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Siphona,geniculata,8.696344827586204,5.522551724137931,1.7546666666666675,712
2023-09-09,AMMOD2_1454,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasius,niger,3.0777551020408147,4.416530612244895,1.2977551020408162,335
2023-09-09,AMMOD2_1455,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,radicum,4.8100000000000005,4.535,1.6749999999999998,115
2023-09-09,AMMOD2_1456,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Diplonevra,nitidula,1.2314285714285715,2.912857142857143,0.89,833
2023-09-09,AMMOD2_1457,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Melanostoma,mellinum,12.29572580645161,7.508467741935483,2.1483064516129025,2079
2023-09-09,AMMOD2_1458,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Phorinae,Triphleba,nudipalpis,1.2314285714285715,2.912857142857143,0.89,2239
2023-09-09,AMMOD2_1459,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,12.29572580645161,7.508467741935483,2.1483064516129025,17
2023-09-09,AMMOD2_1460,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Phaoniinae,Helina,lasiophthalma,13.525750000000013,5.991083333333332,2.2562500000000005,239
2023-09-09,AMMOD2_1461,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,Delia,florilega,4.8100000000000005,4.535,1.6749999999999998,172
2023-09-09,AMMOD2_1462,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Phygadeuontinae,Phygadeuon,trichops,5.311379310344828,5.228275862068966,1.1537931034482758,24
2023-09-09,AMMOD2_1463,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,trivittata,3.12,4.300000000000001,1.165,49
2023-09-09,AMMOD2_1464,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,emarginata,1.2314285714285715,2.912857142857143,0.89,47
2023-09-09,AMMOD2_1465,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,urticae,3.12,4.300000000000001,1.165,30
2023-09-09,AMMOD2_1466,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Cucujiformia,Coccinelloidea,Coccinellidae,Coccinellinae,Harmonia,axyridis,8.395714285714286,4.155,2.3153571428571422,25
2023-09-09,AMMOD2_1467,AMMOD,AMMOD2,Site2,Maize,Insecta,Hemiptera,Cicadomorpha,Cicadomorpha,Membracoidea,Cicadellidae,Typhlocybinae,Ribautiana,debilis,5.600163934426228,4.548524590163934,1.525737704918033,15
2023-09-09,AMMOD2_1468,AMMOD,AMMOD2,Site2,Maize,Insecta,Hymenoptera,Apocrita,Parasitica,Ichneumonoidea,Ichneumonidae,Campopleginae,Diadegma,semiclausum,5.311379310344828,5.228275862068966,1.1537931034482758,10
2023-09-09,AMMOD2_1469,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,Tricimba,cincta,2.167586206896551,3.907931034482758,1.0355172413793103,47
2023-09-09,AMMOD2_1470,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,subtumida,1.2314285714285715,2.912857142857143,0.89,88
2023-09-09,AMMOD2_1471,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Sciarinae,Epidapus,microthorax,3.12,4.300000000000001,1.165,1
2023-09-09,AMMOD2_1472,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,lucifrons,1.2314285714285715,2.912857142857143,0.89,8
2023-09-09,AMMOD2_1473,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Sciaridae,Megalosphyinae,Bradysia,vagans,3.12,4.300000000000001,1.165,8
2023-09-09,AMMOD2_1474,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Muscomorpha,Phoroidea,Phoridae,Metopininae,Megaselia,gregaria,1.2314285714285715,2.912857142857143,0.89,18
2023-09-09,AMMOD2_1475,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomus,riparius,0.9550000000000001,3.165,0.7849999999999999,95
2023-09-09,AMMOD2_1476,AMMOD,AMMOD2,Site2,Maize,Insecta,Diptera,Brachycera,Asilomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,Dolichopus,nubilus,3.9976666666666674,3.9993333333333334,1.274,1
2023-09-09,AMMOD2_1477,AMMOD,AMMOD2,Site2,Maize,Insecta,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Leiodidae,Cholevinae,Sciodrepoides,watsoni,1.908181818181818,2.6868181818181816,1.3063636363636362,3
